,Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,Bandwidth_GB_Year,Area_Suburban,Area_Urban,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Nonbinary,Churn_Yes,Techie_Yes,Contract_One year,Contract_Two Year,Port_modem_Yes,Tablet_Yes,InternetService_Fiber Optic,InternetService_None,Phone_Yes,Multiple_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,PaperlessBilling_Yes,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
1269,388,2,43,79669.11,11.20745718,14,0,1,27.96096319,2687.9401,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
8070,526,9,78,16647.06,16.01387,17,0,0,60.24235,5469.880413,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0
754,96,3,84,9994.08,13.98915649,13,1,2,6.343374736,1207.841461,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
8476,74,7,33,60815.04,7.707569,16,0,0,50.404920000000004,4727.495411999999,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1
7444,72332,1,76,23177.92,11.866760000000001,8,0,0,71.20051,6397.088048,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0
6590,35681,9,45,13236.13,14.14538,11,0,1,68.52821,6556.791992,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0
1019,4436,3,20,35426.36,7.951655098,18,0,0,11.34544436,1761.711017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1
1381,15379,3,82,33168.88,10.98310848,1,1,0,31.10956637,3192.755309,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
1016,9231,2,72,117194.61,5.488512386,13,1,1,2.722310392,1150.804118,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1
6589,2136,0,44,12857.68,6.076788,10,1,1,61.41438,5219.170675,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0
4637,7194,1,32,34552.94,11.25462,12,2,0,10.97775,1417.3120470000001,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0
2635,31148,0,81,30462.45,10.7882,13,1,0,2.827378,965.4344563999999,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1
4146,19943,0,77,25859.59,7.868103,9,1,0,10.42248,1028.818406,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0
5388,2416,0,83,152813.5,12.19182,13,1,1,54.03025,4899.758441,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
8789,30253,2,51,102431.3,7.348999000000001,8,2,0,50.49273,4702.945847999999,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
3133,26539,2,45,22272.17,5.922697,12,2,0,6.631092,1329.56935,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0
4687,214,0,77,11548.26,4.170516,9,1,1,11.894639999999999,1139.673714,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
2356,1090,4,49,64697.57,9.326198,15,1,0,8.327722,880.6292606000001,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0
6396,324,0,49,40057.31,11.00613,14,1,0,48.521679999999996,4486.430136,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
2118,3316,3,53,9790.18,11.13286,10,0,1,11.53174,1840.7677019999999,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0
6794,549,0,60,51546.63,12.56358,11,1,0,54.0886,5064.971329999999,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0
9326,2879,0,41,10297.22,9.172500999999999,11,0,0,64.05063,5432.940887,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0
4978,12058,3,56,35497.4,11.20268,12,0,1,8.004483,1422.55591,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0
6512,74172,3,80,146317.6,9.167299,12,2,1,62.05469,5735.926133,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
6891,240,7,18,17706.8,6.8013330000000005,4,2,1,68.17456999999999,6219.238034,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1
1520,3956,1,54,5984.94,16.72529341,8,1,0,7.175063445,1257.5230800000002,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1694,506,8,85,20555.47,8.088434368,9,0,0,8.758613325,916.7201648,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0
7605,639,1,57,15846.96,11.55756,11,2,0,66.55543,5918.425104,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0
8236,8075,2,72,53458.43,15.80514,15,0,0,69.54041,6727.30047,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0
7003,2099,4,54,31318.14,14.79008,14,0,0,58.338530000000006,5714.324105,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0
6131,10440,6,64,39291.83,5.482207,12,1,3,47.65726,4115.596496,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1
8870,16850,0,36,22289.83,6.732913000000001,15,2,1,37.907540000000004,3794.802552,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0
8119,70199,1,22,16804.27,8.484100999999999,11,2,0,58.08951999999999,5073.712257,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
9775,1038,0,51,9568.37,11.87689,12,0,1,71.97999,6090.325352000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0
3548,1630,4,34,18071.91,11.29955,12,1,0,7.1387979999999995,1497.624239,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
9815,23875,0,74,37471.73,5.312181,12,0,0,60.29749,5674.251752,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0
9162,2553,1,56,13031.07,14.67012,15,1,1,56.37161999999999,5075.816829,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0
9818,23381,4,34,19593.73,14.5605,6,1,0,61.30199,5276.417702000001,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,25445,3,80,44485.5,9.905191,14,0,2,10.47338,1428.669992,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2441,364,1,35,19510.49,11.4017,13,0,0,6.582225,886.9671382000001,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0
1565,25537,1,70,36461.2,13.03421755,11,3,1,8.245809832,1317.69652,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1265,13564,1,26,27692.11,10.39540448,10,3,0,2.728247011,488.28117050000003,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
8193,1238,2,80,11602.24,8.634478999999999,14,0,0,55.72308,5099.928127,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0
3279,2074,0,71,41443.9,12.894589999999999,13,0,0,5.599131,721.4679959,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0
4027,15725,3,21,56188.74,8.959582000000001,9,0,0,14.17125,1841.554887,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1
1134,20602,5,41,10530.09,6.033340156,11,0,0,18.66406554,2287.741972,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
49,2589,2,84,76430.83,12.43563329,14,0,1,11.56938439,897.9716152999999,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0
3415,2962,0,55,52736.32,10.82567,11,3,0,2.579229,860.7975297,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0
292,117,2,40,39468.79,10.02758972,11,1,1,9.640061615,1698.4658329999997,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0
5656,955,1,89,43120.73,11.4493,9,1,0,57.40724,5545.0476340000005,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1
9309,18372,2,43,25276.46,10.59582,13,2,0,59.034319999999994,5168.726317000001,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1
5008,342,2,38,15960.73,7.861619,13,2,0,63.47384,5870.579573,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3843,1070,5,89,70822.64,7.594164999999999,7,1,0,10.03423,1373.050161,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0
2042,3160,1,68,53952.59,11.02404,7,1,0,11.71454,1757.837077,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0
2151,1347,1,51,42912.49,8.992821000000001,12,2,1,6.03955,685.3879681,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0
8016,2057,0,74,72753.32,6.4363410000000005,12,0,2,66.19976,5913.740403,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0
8666,8920,3,67,24407.64,13.39011,10,0,0,67.91936,6018.467281,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0
6779,8738,1,32,5440.68,6.09105,14,1,0,44.94292,4594.301628,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0
6745,1353,0,76,48641.74,11.26295,8,0,1,69.47678,5964.869164,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1
7881,16853,3,68,112837.8,8.338198,19,0,1,70.50301999999999,6057.265464,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0
8095,6508,8,54,18124.5,8.946399000000001,10,0,0,48.87162,4648.662738,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0
4036,36489,4,85,8435.92,9.069204,15,1,0,5.911651999999999,769.3159079,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0
3202,15603,0,84,36779.84,10.030560000000001,14,1,1,3.8313800000000002,538.9921728999999,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0
8186,51003,0,75,19565.53,9.06452,13,0,0,55.09556,4717.831195000001,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0
3263,41407,1,81,71453.49,13.10218,10,1,1,1.5324360000000001,535.7389183,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
5894,16305,3,80,25945.22,7.080619,13,1,1,66.94288,5874.695874,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0
2432,58123,1,76,62190.11,12.13147,15,1,0,5.8029839999999995,1163.473611,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0
9266,169,0,50,45417.79,10.24503,8,2,0,58.08656,4986.700367,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0
5090,38388,1,59,29240.82,6.291111,12,2,0,51.31462,5364.761472,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0
9141,2952,3,18,72397.73,12.39937,8,3,0,66.80646,6174.314028,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5673,980,3,88,28345.06,10.1548,9,0,1,66.77188000000001,6174.276271,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0
6583,5621,2,78,17085.1,13.74632,11,1,0,61.3942,5856.252246999999,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0
1140,5819,8,56,30195.71,11.13577596,12,2,0,2.760208796,1363.377334,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0
1774,35591,1,79,49545.55,11.15775194,7,0,1,10.2452503,1197.086571,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1
2145,388,8,37,53358.81,13.197779999999998,9,0,2,24.34252,3276.40737,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0
2633,1114,0,30,21200.76,13.4046,11,0,1,6.554583999999999,831.986868,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1
5892,384,0,54,2421.1,11.51282,12,0,0,56.030480000000004,4821.711621,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1
2692,49344,0,86,40316.05,15.35399,10,2,0,3.6288669999999996,601.2192302999999,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0
6326,77,2,61,12456.09,10.35181,13,0,1,71.36043000000001,6538.478003,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0
1906,1330,3,51,19982.5,8.560207521,11,1,0,6.531735637000001,874.1933216,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1
4511,10895,3,42,84035.13,12.94275,11,0,0,13.36689,1456.609727,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
2651,647,3,54,44711.74,11.79632,13,0,0,6.307859,862.6906733,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
9702,0,0,34,36171.94,10.09554,13,0,0,68.32444,5914.162068,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0
1266,1239,3,63,18895.42,9.064004874,12,2,0,7.1389854370000005,875.0932457999999,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0
7556,3109,4,22,82714.05,8.231803999999999,15,1,1,61.883480000000006,6102.523322999999,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0
7659,1114,1,46,59939.02,3.849388,10,0,0,38.8517,3462.288487,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0
8330,1431,0,43,6825.46,12.84155,15,1,0,55.83128000000001,5122.454947,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0
1240,1130,3,45,40710.63,11.28911933,14,1,0,15.56696462,2247.8230320000002,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0
9124,39,0,20,97729.46,14.77266,9,2,0,59.61691999999999,5553.7371,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1
2650,9996,0,59,27832.64,9.824765,16,1,1,2.888303,296.72603910000004,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
6654,38957,2,77,78661.48,12.62813,11,2,0,63.611580000000004,5364.2835509999995,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0
2138,50137,1,52,31637.52,12.46389,18,1,0,9.37017,1428.317482,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0
7133,39600,7,51,31086.43,12.39683,10,1,0,65.61564,6096.007893,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1678,6279,0,49,39225.15,9.296558028,14,2,0,6.525380768,703.8007763999999,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1525,2800,0,18,18426.49,14.39528085,10,1,1,2.170567319,278.350323,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
246,15041,0,41,37706.85,14.12145884,14,0,0,6.307178205,1464.035068,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0
3623,46875,5,45,26072.74,12.1069,15,1,0,3.857792,1238.4596960000001,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0
1550,564,9,43,10192.86,7.570554897999999,12,0,0,20.17588966,2359.530807,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0
2992,27428,1,84,19427.81,6.718432000000001,16,2,0,2.0802549999999997,830.8201062999999,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0
3192,252,6,62,32733.34,8.516783,10,1,1,6.735347999999999,1499.696874,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0
3442,27,3,51,28695.86,10.92665,8,1,1,2.526565,449.1682295,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
7104,9908,4,72,42676.34,9.026579,14,0,0,66.37863,5727.479090999999,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
9909,1910,1,37,30026.56,5.880279,14,2,0,60.93141,5639.075465999999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1
4929,2886,3,30,13500.74,10.85047,12,0,1,9.448514999999999,1180.250198,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0
7403,2930,3,67,41522.19,9.027027,14,0,0,57.08875,5084.877488,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1
156,47732,0,87,15388.32,7.82671592,13,1,2,7.983887266,990.0555075999999,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0
9328,21184,4,34,43342.37,6.880176,12,1,0,44.733979999999995,4249.716645,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0
2507,338,1,26,5782.82,11.35287,12,0,1,17.82124,2296.853164,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1
1479,9064,2,56,42197.88,8.849884542,13,1,0,3.797689495,1304.571599,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
1150,34784,0,43,39585.8,8.280154685,17,2,2,17.67252758,1965.221779,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
3157,4704,2,86,13631.29,10.70974,14,2,0,3.589597,992.9856287999999,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0
3276,975,2,85,40453.58,11.820110000000001,14,1,0,1.190018,734.3603159,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0
3356,430,1,35,52728.01,9.491553,13,2,0,4.767276,1045.6021460000002,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1
3637,40837,3,60,15137.08,10.21358,14,2,0,10.45425,1143.3795519999999,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0
4911,684,0,82,13148.1,11.724839999999999,13,0,0,6.135015,877.3671989000001,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0
994,828,3,74,109366.11,9.309881954,16,0,0,5.011675803999999,1464.182884,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0
6574,5518,0,32,10056.65,10.27047,11,0,1,60.36626,5295.005642,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0
4932,808,1,70,10832.15,6.973723,18,2,0,8.91671,1024.783162,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0
4246,1358,0,19,19211.13,11.94333,13,2,1,1.7412470000000002,1015.1425720000001,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0
3891,64,8,37,19184.88,6.589353999999999,7,1,1,8.752114,1180.747336,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1
9448,12628,0,62,78317.27,14.3882,9,1,1,66.57294,5572.501754999999,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0
1592,309,1,87,8543.01,14.08561195,11,0,0,11.07800251,1204.745285,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1
117,1130,2,79,51237.28,10.61217014,12,3,0,12.58298231,1701.457566,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0
8407,279,2,38,57108.11,11.074819999999999,12,0,1,54.8376,5015.195312,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0
2361,146,2,85,15715.88,10.22095,14,0,1,11.14615,1317.291468,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1
8776,19350,1,72,71822.03,10.14717,12,1,0,66.31761,6123.146207,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0
8403,472,7,28,58391.65,10.141639999999999,17,3,0,68.97498,6296.620487,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0
2758,674,1,50,23624.66,11.26555,10,1,0,5.6792370000000005,895.0975786,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0
5438,15882,1,41,25656.47,10.77254,12,0,0,68.65945,6503.984053,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0
9508,171,4,36,31975.58,13.92475,7,1,1,55.870369999999994,5702.76012,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0
3289,5337,3,33,41158.63,9.93131,14,0,1,13.846689999999999,1691.7349969999998,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
4918,346,1,55,60004.46,12.742560000000001,16,2,0,10.15306,1081.276543,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1
2538,364,0,55,13683.98,9.842896000000001,14,2,0,15.024410000000001,1406.070492,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0
9584,353,0,54,30622.68,13.75813,12,0,0,63.37651999999999,5426.490073,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0
4509,1823,1,34,22492.61,9.284367,12,1,0,4.343093,1137.986536,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
367,21997,2,89,28219.28,8.787582345,10,0,0,5.25445262,686.9354616,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0
4442,1604,1,27,62893.96,9.291642,12,1,0,21.36386,1999.438675,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
7336,780,1,61,38613.68,11.085360000000001,15,1,0,58.77685,5210.637511999999,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0
9083,190,0,19,27756.42,9.965983999999999,15,1,0,70.00904,5837.932606,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
1258,180,1,37,30090.22,10.51097693,11,2,0,8.255617012,1917.60124,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0
7215,288,2,43,15157.92,11.88224,14,2,0,69.03254,6814.653649,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0
5837,6880,0,56,52869.22,11.263539999999999,13,1,0,57.44027,5385.186807,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0
4133,446,1,71,15666.43,12.72884,12,1,0,14.61014,1882.950851,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0
