,MonthlyCharge
2529,142.4689
894,117.439154
1451,124.99353700000002
3167,139.9568
6189,182.4538
7452,164.967
8124,187.6094
4208,235.1417
7885,142.5007
5742,172.4567
9483,220.1323
4461,232.65200000000002
7871,174.9744
8426,129.9926
1269,159.99424199999999
8070,182.4676
754,245.145743
8476,162.5299
7444,235.1591
6590,142.4689
1019,140.00128
1381,129.948316
1016,220.11486800000003
6589,137.4872
4637,165.0182
2635,164.967
4146,137.4684
5388,117.4872
8789,127.4601
3133,287.6427
4687,149.9707
2356,124.9935
6396,127.4601
2118,174.9768
6794,262.6106
9326,147.4421
4978,265.1283
6512,147.4564
6891,149.9598
1520,117.439154
1694,144.960655
7605,187.6422
8236,225.132
7003,207.4754
6131,157.4698
8870,139.9875
8119,137.4392
9775,149.9483
3548,129.9621
9815,132.4798
9162,174.9755
9818,79.97886
2024,104.9781
2441,149.9776
1565,149.944668
1265,147.442069
8193,107.48200000000001
3279,137.4616
4027,227.4754
1134,147.45641899999998
49,92.488023
3415,230.1344
292,197.470195
5656,220.1149
9309,137.4686
5008,127.4421
3843,240.1149
2042,277.6513
2151,124.9781
8016,229.9931
8666,149.9845
6779,175.0062
6745,159.9642
7881,137.4686
8095,152.4884
4036,149.9621
3202,162.5007
8186,127.4586
3263,124.9607
5894,182.4676
2432,159.9794
9266,179.9476
5090,257.6375
9141,114.9509
5673,162.497
6583,184.9634
1140,167.484705
1774,184.967019
2145,202.6362
2633,127.5112
5892,167.4564
2692,184.967
6326,262.6106
1906,149.99153
4511,117.47200000000001
2651,107.4806
9702,137.4684
1266,127.48872800000001
7556,182.4433
7659,157.4836
8330,207.6386
1240,167.484705
9124,149.9928
2650,134.9509
6654,159.983
2138,255.1372
7133,127.4601
1678,179.96558100000001
1525,112.455141
246,200.118516
3623,152.4624
1550,214.966286
2992,265.1283
3192,177.4945
3442,114.9728
7104,114.9658
9909,139.9512
4929,179.9656
7403,172.4579
156,187.642236
9328,172.4733
2507,119.9568
1479,200.132293
1150,104.97808
3157,287.6427
3276,129.9621
3356,147.4564
3637,179.9476
4911,194.9581
994,225.131966
6574,139.9678
4932,179.9794
4246,172.4404
3891,147.4738
9448,137.5165
1592,194.98820800000001
117,275.133571
8407,162.4937
2361,220.1185
8776,142.4689
8403,159.9642
2758,204.9797
5438,172.4404
9508,212.6415
3289,92.45514
4918,157.4836
2538,104.9629
9584,179.9794
4509,139.9349
367,127.48872800000001
4442,115.0021
7336,194.9768
9083,124.9643
1258,225.145743
7215,202.65
5837,245.1612
4133,149.9447
1439,124.964303
908,124.964303
5483,232.6228
4334,139.965
7399,255.1336
4779,127.4958
5192,147.4421
6078,190.127
6965,159.983
9374,172.4567
8247,137.4872
8595,187.65599999999998
1875,127.48872800000001
233,157.48359399999998
8363,124.9607
3979,127.4421
6416,142.5007
5663,115.0021
9664,179.9476
5607,184.9647
959,142.471255
5990,107.48200000000001
108,172.45674499999998
1163,207.49737
4693,94.97283
3649,127.5067
6824,149.9778
7723,200.1323
5723,157.4698
6768,149.9598
9886,152.4624
3370,104.9643
5711,149.9741
5776,184.9496
5112,184.9634
3340,235.1417
342,169.937833
199,102.474625
8687,139.9678
5013,184.967
9527,197.4945
5332,127.4601
9167,202.6829
2740,127.475
3381,134.9509
35,162.48326699999998
7792,117.4686
220,159.947583
9879,127.4421
5681,142.4713
9336,159.9512
7915,182.4608
1320,172.462354
4848,127.4738
5793,207.6094
4652,79.97886
9770,172.4885
4659,139.9875
4960,220.1615
9437,124.9781
2474,174.9768
53,169.944668
5662,159.9942
5108,152.4579
6936,159.9349
9133,235.1417
7079,94.97283
4411,149.9928
7762,172.4404
3851,232.6228
4802,235.1372
1572,182.460772
4267,217.4725
3024,262.6106
1328,139.98157700000002
5747,235.1417
88,187.609354
9408,159.983
5951,149.9776
5599,182.4676
7654,182.4433
8791,147.4738
6007,82.49655
8873,207.6094
3311,265.147
2543,245.132
8683,127.48200000000001
2377,220.1149
5953,114.9509
9455,252.6378
5354,119.9897
1038,129.99153
7852,105.01100000000001
6916,152.4624
7329,104.9923
3836,152.4884
1609,262.610632
6384,210.1518
7743,132.4798
5275,182.4433
1584,169.944668
5249,192.4705
2505,162.4827
1222,255.155493
9018,117.4392
4761,184.9785
3960,245.14700000000002
707,172.45785700000002
9445,192.4705
3223,192.4404
7560,169.9741
9533,117.4858
5289,152.4742
3395,194.9699
4840,179.9656
9801,232.6378
5838,177.4876
6266,182.447
9366,225.1457
7837,242.6326
9550,92.45514
2465,197.4702
8913,212.6557
6178,142.4713
4633,159.9349
698,242.61063199999998
410,184.97968400000002
2323,257.6375
3102,182.49
705,184.98529299999998
4728,182.447
3952,222.6143
9270,147.4564
8141,152.4555
1017,117.485813
9948,207.4811
9485,184.9496
4167,149.9913
8585,174.9744
9547,137.5165
2044,242.6143
5381,139.9568
103,169.937833
7114,240.1149
1395,242.62805699999998
8509,210.1051
4955,222.6281
2705,182.4653
5697,202.4433
821,242.61427999999998
7877,172.4579
7838,222.65
4213,149.9915
7265,210.1518
2928,194.9663
3251,277.6375
9560,197.4725
4540,92.45514
8052,184.9963
4994,152.509
5780,114.9658
9048,207.4974
5253,129.9598
205,240.11486800000003
9686,242.6281
9394,197.4876
5246,235.1372
5142,137.4836
8341,157.4698
4342,200.1652
8985,190.127
5023,130.0064
4591,202.65
1170,139.97923899999998
9285,162.5007
8864,242.6326
8057,107.4958
9278,252.6378
2281,242.6326
2105,202.4433
5562,112.4551
6793,144.9607
7172,242.6106
2292,160.0013
927,277.651257
9958,137.4872
2008,177.4945
2490,200.1652
8066,190.127
4206,124.9781
8055,157.4698
4240,182.4653
129,220.161527
6692,149.9621
7557,150.0208
9159,162.497
5890,129.9621
8170,167.4564
6079,162.4526
6502,154.9919
4043,137.4978
3822,117.4392
9482,232.65200000000002
8689,232.6378
6454,127.4586
7353,114.9509
4088,129.9598
1456,127.473844
7300,179.9656
215,117.47203600000002
12,137.439154
2364,147.4713
682,129.96209299999998
1044,182.460772
7388,174.9699
7062,240.1149
1131,194.98820800000001
4119,149.9447
2228,139.9816
4844,152.5104
8786,104.9629
8435,197.484
7772,137.4616
4576,262.6106
3270,204.96099999999998
6268,139.9512
2316,124.9607
2164,210.127
6325,129.9915
7342,200.1185
5518,275.1336
3503,169.9928
703,184.967019
2964,169.9378
8215,220.1323
4819,197.4702
7363,175.0048
2682,154.9618
4157,114.9658
9666,245.14700000000002
5328,147.4783
9786,147.4738
4921,235.1591
8612,172.4555
5021,149.9378
4275,157.4698
8446,159.965
9566,172.4742
8947,275.1198
7889,262.6106
5971,112.4844
1109,159.965008
7924,139.965
5669,159.9476
3954,127.4887
5150,235.1591
2787,127.4601
8324,204.96099999999998
6575,287.6427
6894,152.4742
706,277.63748
1021,124.960655
8293,177.6508
3022,104.9781
9489,114.9509
5467,105.01100000000001
4189,174.9581
358,172.45674499999998
6507,290.1604
9621,220.1149
7646,137.4392
6097,184.96099999999998
1672,152.495236
9626,214.9663
4332,160.0122
5497,174.9699
7807,159.965
3655,114.9658
8580,92.45514
3554,232.6415
3639,117.4835
9826,137.4686
5816,252.62400000000002
3376,187.4847
8029,162.4689
9008,117.4872
3048,137.4836
7603,194.9882
6392,275.1198
9398,275.1336
304,172.47417
1655,124.97808
5598,147.4421
1449,137.439154
1919,172.470522
8614,255.1417
2895,214.9663
7292,184.967
5633,137.4872
8003,209.9931
9851,142.5007
3230,124.9781
4744,179.9656
1418,132.466002
8948,257.6513
4782,179.9794
5330,114.9509
9210,134.9509
823,212.64145499999998
5158,242.6326
5799,147.4421
4553,102.4746
489,242.632554
212,149.974105
6934,152.4555
5514,127.525
346,225.131966
6073,225.132
5524,207.6094
2056,127.4601
6068,172.4579
9592,112.4551
2289,152.4579
3418,147.4564
6997,214.9525
5312,142.4713
7876,222.6143
1876,275.119794
7518,112.4551
9050,95.01949
4985,200.1185
9990,192.4404
2614,182.4762
690,114.96578899999999
6962,147.4421
7251,202.65
200,252.63780699999998
3536,184.9785
862,169.992756
1787,124.964303
2767,172.4579
3193,157.4836
626,275.133571
5286,149.9483
7225,262.6106
8629,114.9728
2315,134.9509
1993,185.007692
4033,169.9447
1369,179.947583
7581,159.9512
6048,140.0013
6762,159.9942
9245,197.4702
4625,192.4705
185,147.45641899999998
6933,172.4885
8399,149.9447
7084,159.9875
7968,139.9678
3651,147.4783
6406,137.4836
5047,242.6281
7192,207.6094
4888,235.1591
6122,230.1344
9559,172.4404
4369,230.1051
8681,159.9656
3819,104.9629
2165,147.4713
7321,202.65
6341,242.6106
9976,265.1283
2336,217.484
1061,242.61427999999998
9635,222.6326
3249,187.6094
3494,127.4783
3772,162.4653
6835,182.4608
6367,175.0062
3352,149.9776
2397,174.9755
6320,149.9483
7715,242.6143
4974,140.0013
3643,162.4713
6128,112.4844
5884,159.983
3943,222.6609
8926,235.1555
5768,262.6106
8777,222.65
3920,184.9496
2721,124.9643
9004,187.6422
7424,137.4392
4108,182.447
6954,117.4686
5375,137.4392
9312,144.9607
6562,262.6106
7455,102.4746
6273,192.4404
630,184.97845800000002
3299,140.0342
5859,172.4441
8086,169.9741
5717,149.989
8933,119.9897
1184,222.61427999999998
871,92.488023
5930,127.5112
6513,104.9923
1014,222.636202
3092,94.97283
3362,117.4835
1816,134.950905
812,207.609354
7487,184.9647
4318,235.1417
8087,165.0182
8564,172.4441
9222,162.4713
1229,159.97935800000002
1781,144.960655
6304,112.4844
4866,104.9629
4886,252.6378
5873,192.4885
3586,175.0062
1099,210.105118
6565,222.6792
3056,137.4698
7799,152.4579
9495,192.4404
7655,255.1198
4941,182.49
7129,172.4624
7103,220.1149
681,127.44206899999999
8736,230.1051
1027,182.446995
6057,182.4538
4467,222.6326
3625,220.1615
4446,162.4653
386,149.944668
3049,172.4885
957,220.132293
8292,117.4835
3059,245.1283
482,172.45785700000002
7386,104.9643
907,184.967019
1641,157.469817
2609,277.6375
1444,127.511223
5205,127.4421
3485,162.447
3938,222.65
9638,267.6427
4587,79.97886
1300,104.964303
8318,184.9939
4435,172.4441
1423,139.98157700000002
1625,95.005709
5337,204.9797
8098,129.9483
1126,167.45641899999998
4871,172.4705
4031,147.4713
9558,144.9889
917,142.485486
6456,104.9629
7430,275.1336
4721,207.4974
319,210.15627400000002
2074,117.4872
5384,194.9699
2208,265.1283
6123,149.9598
2254,179.9476
9126,232.6415
1793,230.105118
1385,192.470522
315,139.965008
7923,159.9642
5325,144.9607
4468,137.4392
5181,152.5022
660,214.966286
8998,137.4698
8909,142.4713
9412,204.9496
7774,159.9794
4609,144.9889
2459,127.4601
2783,210.138
7354,232.6707
3701,162.4676
7999,245.132
1080,139.98300600000002
1732,182.45383
9484,182.4608
6938,142.4689
5806,149.9598
9675,127.4783
6029,125.0073
8408,149.989
6645,137.4684
4486,202.4433
4856,192.4705
2312,257.6375
0,172.45551899999998
2602,207.4754
4851,210.138
4074,174.9581
6662,202.65
7087,197.4725
1259,104.964303
8495,202.4433
5479,139.9816
8925,139.9979
6086,117.4858
7207,179.9794
7441,114.9728
3612,132.466
265,275.133571
924,120.003499
3636,210.1518
2901,252.6378
2147,92.45514
4481,152.4907
1730,149.97071499999998
7683,147.4893
8538,235.1591
4470,152.4742
4327,207.4974
4791,194.9663
1155,192.470522
8414,242.6326
6446,137.4686
3179,117.4835
7432,114.9976
3316,255.1372
5006,117.4686
3671,172.4848
9849,144.9607
4255,235.1591
7326,265.147
3467,194.9699
6457,107.48200000000001
5492,162.4676
8981,179.9476
3817,160.0122
7080,139.9568
2980,182.4676
5999,182.447
4065,242.6326
3003,164.9853
6496,114.9658
9588,147.4601
9091,187.4811
5066,245.14700000000002
4279,137.4872
9796,147.4738
7593,162.4653
3143,139.965
55,129.96209299999998
3798,287.6427
4893,104.9643
1034,172.47417
8569,197.5169
9200,149.9378
8442,235.1555
1841,129.976324
7443,267.6427
4312,149.9778
2866,194.9992
4399,147.4738
778,129.994975
2342,220.1323
7986,117.4686
794,204.963371
1815,157.48359399999998
454,172.44043200000002
5770,232.6378
1042,127.458638
3781,182.4608
7512,212.6415
8842,114.9838
2877,147.4564
6492,172.4404
5394,200.1185
8083,164.967
4615,240.1149
6112,142.4713
3411,179.9794
4783,204.9634
897,162.452604
5940,149.9621
833,182.446995
6165,149.9447
1651,172.50340400000002
2426,112.4551
1149,277.63748
9894,177.4876
5042,184.967
9900,132.4798
3391,167.4564
9873,112.4551
1803,149.988989
1421,217.472533
5968,159.9349
307,174.969934
4698,255.1555
507,112.455141
5724,117.4686
4713,154.9618
9930,139.9979
4391,235.1591
7869,182.4653
4317,147.4738
3384,194.9663
5231,139.9816
4290,220.1185
5947,79.97886
6290,229.9931
5974,227.4754
2619,202.65
4426,179.9476
966,190.12704
7205,172.4567
3988,265.147
7134,232.6228
3070,147.4783
9555,147.4421
7904,230.1051
5546,124.9781
9679,124.9607
4689,164.9853
5855,117.47200000000001
6649,139.983
8910,149.9598
9087,190.1599
8760,275.1198
9698,129.9763
751,175.133074
2212,134.9801
1598,117.46859099999999
5852,184.9963
9257,187.4974
3377,255.1336
2712,152.509
225,139.987503
4681,104.9923
7623,194.9581
9544,237.6549
295,160.00128
2581,142.5007
1002,190.159922
4986,127.5067
3675,129.9926
9047,200.1185
6833,119.9568
7279,162.4653
1579,242.65729100000001
5641,147.4564
733,139.965008
34,267.664655
8979,129.9621
318,232.622804
858,277.651257
588,134.98013899999998
7383,230.1051
2379,179.9794
5127,149.9621
8210,152.4798
6991,160.0122
4014,194.9663
9217,129.9621
262,124.99353700000002
6452,114.9658
8522,164.9647
2057,107.4806
8241,159.9349
149,152.488401
4558,152.466
6998,144.9889
89,134.950905
6359,152.4579
4076,220.1149
1763,162.452604
1461,159.97935800000002
2387,204.9634
8868,144.9607
9867,255.1665
859,172.45551899999998
6632,149.9913
7567,144.9889
6147,127.4586
2659,184.9853
207,169.944668
3208,139.9349
622,172.45785700000002
4933,149.9928
9404,179.9476
7384,129.9778
2084,129.9778
7511,159.9512
7842,147.4783
86,114.983787
4606,187.4847
5917,275.1336
63,92.5018
5135,252.6378
8866,117.5152
2626,165.0182
127,172.48852
3443,127.4738
4726,197.4945
4610,184.9715
9572,172.4885
790,159.96558100000001
9414,137.4836
8045,210.1051
3941,200.1323
5981,230.1344
7710,149.9378
7859,287.6427
5851,159.9349
1113,139.951231
7258,204.9496
7409,217.484
4210,240.1149
229,195.006206
5790,192.4404
2344,172.4579
5050,147.4564
4070,257.6513
441,127.47834099999999
9139,174.9755
4453,114.9509
9646,172.4404
5687,147.4421
6226,255.1555
325,92.488023
2904,107.48200000000001
7287,194.9744
637,245.145743
2898,227.4754
5624,194.9663
9358,149.9707
3431,230.1344
672,92.455141
9178,129.9483
4674,235.1372
4178,139.9861
4480,149.9621
5849,222.6362
9583,147.4564
2570,162.4833
1261,139.965008
449,169.992756
5318,159.9512
4582,184.9496
8025,172.5104
7872,149.9378
1698,152.51044199999998
1141,267.664655
337,252.62402999999998
2532,220.1323
4544,184.9496
2464,112.4844
7100,125.0073
4771,130.0064
1524,192.470522
4556,127.4601
7938,210.1563
4293,142.5007
1089,202.649979
5212,245.132
6380,182.4608
832,184.97151599999998
1471,154.96176599999998
8333,210.138
4131,222.6281
3624,175.1331
9168,142.4827
8226,147.4738
476,139.98157700000002
9581,159.965
4575,137.4616
5846,149.9913
8778,134.9509
4142,137.4392
6473,182.4653
2367,235.1591
2881,237.6549
6299,164.9853
7903,159.9656
7469,159.9512
3221,160.0122
922,182.460772
4448,222.6281
921,149.944668
2974,104.9781
3462,162.5299
7439,220.1615
7350,139.9349
8963,159.9512
8392,169.9378
4276,242.6143
2736,210.127
278,147.46006699999998
2439,169.9447
2249,149.9741
3478,222.6143
5730,79.97886
1757,137.46838799999998
9006,192.4404
7816,134.9801
2526,252.62400000000002
3327,104.9781
5857,127.4738
7933,257.6549
3946,162.4937
6417,192.4705
8891,225.1457
2100,172.5104
2161,117.4686
3618,149.989
7965,124.9607
644,159.951231
9293,220.1323
8795,204.9797
1617,255.11979399999998
1547,194.95811799999998
3113,127.525
4585,139.9568
8155,204.9496
9246,147.4713
9470,242.6281
4400,159.9512
7879,117.4858
4340,149.9621
9024,184.96099999999998
9136,119.9897
2484,140.0013
6462,92.45514
6557,144.9607
6747,107.4806
7993,172.4885
6163,169.9671
6720,235.1555
6063,232.6707
5076,139.9568
6259,192.4404
3336,105.01100000000001
9510,169.9447
7786,104.9629
7099,172.4567
5413,172.4579
8606,114.9658
9868,112.4844
2812,162.4689
5119,127.4738
7368,127.475
1996,174.95811799999998
2064,172.4624
7812,147.4421
3195,182.447
5648,149.9447
3023,222.6362
3723,227.4754
828,127.44206899999999
6664,159.965
6910,137.4836
4364,265.147
2778,120.0035
547,190.173699
4612,159.9875
8007,182.4608
1344,179.947583
8144,182.49
9974,255.1665
7959,157.4836
7018,149.9483
9218,207.4811
1843,120.004928
7622,114.9728
6144,220.1185
3626,149.9741
9707,144.9607
5527,144.9607
3401,127.4586
8559,200.1465
5374,172.4624
4151,192.4885
1045,184.963371
4494,232.6415
6909,114.9658
1817,102.474625
1243,184.97845800000002
8975,172.4441
5137,139.9678
4005,212.6695
8965,104.9643
3638,204.9797
9158,169.9378
3703,255.1336
68,152.462354
3259,174.9755
5022,159.9476
2972,137.5165
5210,232.6415
1356,182.446995
8550,112.4551
889,152.50901299999998
4313,257.6513
1983,162.465269
8130,172.5104
978,127.44206899999999
5213,114.9728
6192,187.4673
8239,195.0062
6881,129.9621
1828,262.610632
7449,172.4567
7583,157.4836
8775,127.4601
5208,184.9963
1871,104.962874
3599,197.6288
3544,162.497
3020,137.4684
6461,200.1185
232,220.11486800000003
4484,197.5169
3499,149.9483
1583,174.98820800000001
8262,119.9568
2256,102.4746
6360,240.1149
4909,230.1051
8923,159.965
4488,194.9744
9214,159.9476
3490,114.9728
9526,149.9621
958,142.468917
2479,242.6281
8012,139.9349
3743,147.4601
769,157.469817
4,149.948316
285,159.98046499999998
603,152.479779
5046,267.6647
9190,172.4441
7428,192.4885
2831,117.47200000000001
1312,117.485813
3379,92.45514
7278,107.5286
5136,107.5286
4823,149.9778
1277,169.967067
6811,105.01100000000001
7551,197.484
1869,174.96176599999998
2534,162.447
1931,169.944668
3622,172.4848
2327,207.6386
8796,149.9447
2388,107.48200000000001
1797,92.455141
6315,92.48801999999999
6949,169.9671
6955,152.4907
743,95.019486
3409,117.5015
4429,154.9618
7833,187.65599999999998
1167,159.987503
1069,144.960655
4950,137.4872
2884,137.4686
2403,187.65599999999998
8326,172.4404
8478,162.4818
9657,197.4702
4573,169.9447
582,175.006206
8084,112.4551
1012,127.458638
8635,182.447
1390,134.98013899999998
9020,127.4887
3266,214.9525
2802,242.6281
2578,194.9663
4128,212.6415
2849,207.6386
7626,127.4586
4395,222.6281
8927,162.5007
8854,172.4404
5230,149.9621
9070,117.4686
2220,149.9778
6978,149.9707
3509,179.9476
5077,242.6106
1383,159.964152
5193,222.6326
3014,192.4567
6382,222.65
1888,182.48326699999998
4257,104.9629
4805,214.9525
7302,159.9805
6229,172.4705
4732,242.6106
1965,222.62805699999998
8406,220.1323
9614,252.62400000000002
5911,137.4978
5475,124.9781
9013,255.1198
4227,179.9476
2688,79.97886
3012,182.4653
6308,217.4702
273,134.98013899999998
6309,137.4392
2206,134.9509
9831,119.9568
2985,137.4836
1119,114.99756399999998
56,114.950905
3474,79.97886
5476,242.6281
5973,149.9776
1805,152.47417
7233,184.9785
2725,194.9744
6265,147.4564
7730,172.4871
2824,192.4404
2427,152.4555
5750,149.9447
9356,159.9642
7948,194.9744
2126,237.6549
5344,107.48200000000001
9364,179.9656
1416,184.97968400000002
4040,182.4538
3910,129.9621
1809,255.166453
3163,172.5104
7978,125.0073
2805,210.127
5302,92.48801999999999
8623,174.9919
1436,214.966286
1177,120.003499
7608,129.9598
8040,154.9618
3032,184.9647
5149,159.9349
4338,129.995
4683,79.97886
1704,199.990219
2423,159.983
8473,220.1615
4788,152.4742
7607,139.9816
4953,172.4624
1703,242.61063199999998
8272,152.4907
3043,212.6415
3204,112.4551
9476,104.9923
309,144.98894099999998
1459,127.48198899999998
312,124.97808
5812,169.9378
5398,187.6094
7586,164.9889
6072,232.6378
7072,149.9447
4353,157.4836
5293,172.4871
3148,159.9794
5495,160.0122
5456,162.447
3291,194.9581
2983,232.6415
8990,184.967
1784,152.479779
1657,112.484375
1346,187.484705
4007,139.9678
8695,137.4978
9172,162.4538
3569,217.484
4158,172.5034
9942,257.6513
4310,137.4698
1559,112.484375
2647,220.1185
9903,95.00571
9301,172.4742
5015,127.4887
8728,177.4876
736,220.11851600000003
2345,195.0062
59,124.97808
4618,150.007
2672,127.4421
4589,184.967
6484,217.4725
4490,235.1555
2527,112.4551
7418,179.9794
6339,132.466
6365,139.9512
1000,242.61427999999998
1203,204.96103300000001
4077,217.484
5700,127.475
1368,172.45674499999998
5695,149.9928
1375,235.159141
1281,192.44043200000002
6205,277.6375
6438,139.9512
1978,129.977753
3186,139.9349
9563,147.4783
3794,222.65
2307,119.9568
1309,154.975543
3779,245.1283
2271,139.965
2237,127.48200000000001
969,200.132293
6691,129.9763
5807,104.9643
8680,255.1336
9450,137.4392
2162,159.9349
3308,252.62400000000002
6336,204.9496
6704,162.447
4592,200.1323
4792,204.96099999999998
956,117.485813
5110,217.4702
3652,157.4836
4963,184.9634
3435,164.9647
4837,207.4754
1367,157.48359399999998
5295,242.6326
6486,184.9634
6856,172.4441
1191,134.950905
6171,129.9621
5923,104.9629
6069,220.1185
7841,152.4579
1406,132.466002
6744,174.9882
6799,242.6143
8270,167.4847
5067,287.6427
3983,179.9794
8637,169.9741
5214,182.4676
8729,179.9794
9842,152.4579
2900,152.4798
3044,117.4858
6440,154.9755
2450,92.5018
8,117.46859099999999
458,112.484375
3808,194.9525
5118,139.9678
8257,242.6281
8841,112.4844
6842,134.9801
6801,172.4705
1233,149.96209299999998
3021,149.9621
389,152.488401
7456,142.4526
1650,169.992756
7054,137.4686
1512,149.992756
4522,214.9663
4414,92.5018
3751,169.9447
9015,275.1336
5234,152.509
1200,159.987503
6348,149.9913
9403,275.1336
8802,159.9512
6503,127.4421
8238,127.4421
9712,184.9797
4581,177.6508
2598,159.9656
6004,172.4705
6635,162.4676
3417,220.1149
5204,79.97886
1887,139.95684
9893,192.4705
8357,217.4725
3511,182.4653
2343,222.6792
5247,147.4421
4503,182.497
438,169.944668
7817,242.6143
573,159.99424199999999
8817,162.4653
7680,212.6415
5129,125.0073
8556,169.9378
3426,242.6281
3342,137.4698
8520,217.4725
3061,117.4858
1977,164.97151599999998
1723,222.665436
9076,159.9349
2833,230.1051
2242,210.127
9231,164.9715
76,200.165175
9784,137.4836
4501,194.9663
5428,220.1149
4004,172.4624
7157,172.4885
1137,137.48359399999998
3451,212.6415
9610,127.4586
8678,164.9715
1589,242.65729100000001
8385,220.1185
2597,139.965
2610,232.6378
7752,235.1591
444,104.99231100000002
817,177.48762
1554,137.469817
7245,169.9447
2977,172.4742
322,184.98529299999998
8713,149.989
9604,154.9755
81,169.992756
5916,209.9931
7356,114.9838
618,159.951231
2185,184.96099999999998
5679,172.4404
6785,222.6143
8984,147.4601
5821,174.9919
971,179.947583
2169,162.447
40,172.45785700000002
5134,172.4885
1289,147.471303
3879,255.1417
4975,127.5067
8131,207.4811
170,164.98529299999998
581,179.947583
9889,149.9598
5572,232.62400000000002
2225,147.4564
7514,179.9656
2679,127.4586
6208,159.9476
2456,129.9483
9163,194.9768
8829,92.48801999999999
1716,202.443347
9182,105.01100000000001
7161,169.9741
5741,159.9476
5173,240.1149
738,142.452604
591,137.48359399999998
709,174.975543
8617,207.4754
1494,167.484705
1590,112.455141
3480,147.4601
6295,159.9794
4456,117.4392
8121,149.9483
1967,162.45383
6409,154.9618
3756,207.6386
4232,179.9476
1914,245.145743
5509,137.4836
3277,162.4982
6605,139.9568
5537,127.4421
1290,197.470195
9480,127.4601
4517,132.466
3106,124.9607
9696,152.4555
4740,257.6375
8160,182.4608
7139,194.9581
721,242.61063199999998
3492,174.9882
494,182.46760700000002
2004,242.6326
5260,174.9581
4781,159.9476
7898,117.4392
5511,184.967
4352,107.4958
1224,147.442069
746,104.97808
6803,162.4538
6108,107.4958
5226,169.9378
8921,240.1149
2683,120.0035
2223,162.4676
3282,159.965
1516,232.670689
4286,182.4538
7261,169.9447
8201,134.9509
3392,159.9942
6301,149.9778
8973,275.1336
3207,162.497
4690,134.9509
7701,220.1323
7208,147.5031
6445,129.9915
4523,214.9525
4285,265.147
9310,117.4858
4113,127.475
4261,222.6326
7893,124.9643
5875,129.9915
8105,117.47200000000001
8995,220.1323
1035,82.49654699999999
3349,104.9643
3156,134.9509
3089,267.6427
274,157.48359399999998
3184,204.9797
4423,172.5034
9905,140.0013
691,192.48852
3526,182.4538
8530,127.4586
6736,204.9797
2331,204.96099999999998
7346,134.9509
9152,262.6106
2638,184.9647
7324,104.9781
5749,152.4907
4762,192.4705
1826,200.165175
5317,204.9496
9984,125.0073
3709,152.4441
3455,172.4848
9324,124.9781
4820,194.9768
9021,144.9889
3170,204.9797
4680,242.6106
92,162.468917
6717,147.4421
6541,192.4404
5504,265.1283
7470,194.9699
9681,184.9939
20,184.97845800000002
7096,114.9509
3880,242.6143
5987,114.9658
2414,230.1051
4458,225.1457
5003,137.4392
4041,184.9963
2629,162.4713
8492,192.4705
3531,127.4421
7190,152.4624
3999,207.6094
4022,182.4676
903,147.478341
287,137.48724199999998
7311,172.4624
6177,182.4538
4160,182.4538
3998,169.9378
4774,139.983
1819,184.97845800000002
6828,92.48801999999999
210,137.439154
6889,159.9512
7839,252.6378
5122,235.1372
9043,184.9634
7459,174.9882
1245,172.470522
7976,104.9923
3318,129.9598
2231,242.6281
1858,92.455141
676,127.511223
4343,117.4835
2528,184.9785
6478,172.4705
1649,220.11486800000003
6437,107.48200000000001
6488,114.9728
7259,194.9768
8202,149.9447
464,182.45383
9193,210.138
9730,107.4806
6431,210.1518
7748,204.96099999999998
1366,159.947583
9229,149.9598
5994,192.4404
7107,169.9447
7257,240.1149
5274,137.4392
4072,147.4738
3892,190.1599
851,230.105118
224,159.947583
9785,172.4848
6121,197.484
4500,192.4404
7726,262.6106
3475,214.9663
2516,242.6326
1665,242.61427999999998
1602,197.472533
4362,194.9744
1049,147.46006699999998
4596,114.9509
2835,124.9781
4968,172.4579
522,157.469817
9798,174.9755
6435,117.5015
4846,147.4421
1734,220.161527
511,92.455141
6327,227.4754
9594,152.4624
3315,230.1051
221,245.145743
4374,152.4907
3028,159.9512
557,169.937833
8783,134.9509
6687,232.6228
7627,154.9755
6248,172.4624
983,187.609354
722,127.44206899999999
6028,137.4978
496,252.63780699999998
1522,162.46760700000002
6560,182.4433
7549,219.9902
7376,147.4421
2756,149.9915
2382,137.4392
9699,137.4392
2190,117.4872
3907,194.9744
8255,210.127
3122,162.4689
6865,214.9525
3145,162.4982
4295,137.4392
332,152.495236
4418,139.9979
7281,127.4958
1639,232.63780699999998
9692,174.99099999999999
5826,149.9598
1517,132.466002
1294,162.446995
5561,227.4754
7513,182.4433
3532,139.9349
3320,120.0035
4524,129.9483
9327,142.4713
8632,184.9939
7887,179.9476
6010,255.1417
8175,117.4858
5321,194.9992
2829,159.9805
9728,137.4392
4742,120.0049
3182,139.9512
6648,220.1323
8493,190.1737
3317,114.9509
2621,172.4705
1791,247.66465499999998
2567,139.9568
3479,129.995
2905,139.9816
6413,210.138
1169,152.44408
7216,149.9378
8344,169.9671
2580,174.9768
331,262.610632
2539,179.9656
6542,132.466
5329,152.4624
9224,139.9349
8311,265.1283
4746,129.9915
38,184.964681
8071,232.62400000000002
3838,242.6106
8726,162.4676
7899,229.9931
6628,184.9715
8847,262.6106
9567,169.9928
8920,255.1417
4758,207.6094
6864,139.9568
